index	score	id
1179	1.500	CSK
1180	1.500	CTLA4
1181	1.500	DHTKD1
1182	1.500	DOK1
1183	1.500	DUSP8
1184	1.500	DYRK2
1185	1.500	EIF4A1
1186	1.500	ELAVL1
1187	1.500	FASTK
1188	1.500	FBXO2
1189	1.500	FBXO21
1190	1.500	FBXO3
1191	1.500	GNA11
1192	1.500	GNA15
1193	1.500	GNAI3
1194	1.500	GNAO1
1195	1.500	GNAQ
1196	1.500	GNL2
1197	1.500	GRK7
1198	1.500	HAT1
1199	1.500	HTT
1200	1.500	ICK
1201	1.500	IL4
1202	1.500	IRAK3
1203	1.500	ITGB4
1204	1.500	JAKMIP1
1205	1.500	JAKMIP3
1206	1.500	KDM5A
1207	1.500	KIF11
1208	1.500	KNDC1
1209	1.500	MAP3K10
1210	1.500	MAP3K6
1211	1.500	MAPKAPK3
1212	1.500	MARCKS
1213	1.500	MAST3
1214	1.500	MMP10
1215	1.500	MRAS
1216	1.500	MYLK2
1217	1.500	MYO3A
1218	1.500	NCOA7
1219	1.500	NEDD4L
1220	1.500	NR2F6
1221	1.500	NUAK1
1222	1.500	P4HB
1223	1.500	PBK
1224	1.500	PDK2
1225	1.500	PHACTR1
1226	1.500	PHACTR3
1227	1.500	PLCXD3
1228	1.500	PNCK
1229	1.500	PPFIA4
1230	1.500	PPM1G
1231	1.500	PPM1H
1232	1.500	PPM1K
1233	1.500	PPP1R14A
1234	1.500	PPP1R14B
1235	1.500	PPP1R16B
1236	1.500	PPP1R1B
1237	1.500	PPP1R3F
1238	1.500	PPP2R5A
1239	1.500	PPP2R5D
1240	1.500	PRKACA
1241	1.500	PRKACB
1242	1.500	PRKCE
1243	1.500	PRKRA
1244	1.500	PTPN14
1245	1.500	PTPN22
1246	1.500	PTPRN2
1247	1.500	PTPRZ1
1248	1.500	RAB13
1249	1.500	RAB27A
1250	1.500	RAB3A
1251	1.500	RAP1GAP
1252	1.500	RASL10A
1253	1.500	RIN1
1254	1.500	RIPK3
1255	1.500	RND1
1256	1.500	RND3
1257	1.500	RRAS
1258	1.500	SAR1A
1259	1.500	SGK3
1260	1.500	SKIL
1261	1.500	SPHK1
1262	1.500	STK10
1263	1.500	STK36
1264	1.500	TAF5
1265	1.500	TAOK3
1266	1.500	THRA
1267	1.500	TNFAIP3
1268	1.500	TNFRSF12A
1269	1.500	TNFRSF6B
1270	1.500	TRADD
1271	1.500	USP33
1272	1.500	ZAK
1273	1.500	ZAP70
1274	1.250	BGLAP
1275	1.250	BLK
1276	1.250	BRSK1
1277	1.250	BRSK2
1278	1.250	BTRC
1279	1.250	CASP10
1280	1.250	CASP9
1281	1.250	CCL4
1282	1.250	CCR4
1283	1.250	CDH3
1284	1.250	CDK10
1285	1.250	CDKN3
1286	1.250	CLK1
1287	1.250	DAPK3
1288	1.250	DRD2
1289	1.250	DUSP4
1290	1.250	EFNA3
1291	1.250	EFNB3
1292	1.250	EIF3A
1293	1.250	ELP4
1294	1.250	FGR
1295	1.250	FRK
1296	1.250	GABBR1
1297	1.250	IL5
1298	1.250	INPP5D
1299	1.250	IRAK4
1300	1.250	KSR1
1301	1.250	LMTK3
1302	1.250	LRP1
1303	1.250	MAP3K14
1304	1.250	MAP3K2
1305	1.250	MAP3K7
1306	1.250	MAPK10
1307	1.250	MAPK15
1308	1.250	MAPK4
1309	1.250	MAPK6
1310	1.250	MAPK8IP1
1311	1.250	MAPKAPK2
1312	1.250	MAPKAPK5
1313	1.250	MMP3
1314	1.250	MOBKL2B
1315	1.250	MYLK3
1316	1.250	NEK11
1317	1.250	NGFR
1318	1.250	NLK
1319	1.250	NR1H4
1320	1.250	NR4A1
1321	1.250	PDGFRL
1322	1.250	PFTK1
1323	1.250	PIK3AP1
1324	1.250	PKN1
1325	1.250	PPARD
1326	1.250	PPP1CC
1327	1.250	PPP1R15A
1328	1.250	PPP2R3B
1329	1.250	PRKAR2A
1330	1.250	PTGER3
1331	1.250	PTP4A1
1332	1.250	PTP4A2
1333	1.250	PTP4A3
1334	1.250	PTPN2
1335	1.250	PTPRN
1336	1.250	PTPRO
1337	1.250	PTPRR
1338	1.250	RAB2A
1339	1.250	RAB5A
1340	1.250	RAP1A
1341	1.250	RASD1
1342	1.250	RIPK4
1343	1.250	RP6-213H19.1
1344	1.250	RXRA
1345	1.250	SNRK
1346	1.250	SRPK2
1347	1.250	STK32B
1348	1.250	STRAP
1349	1.250	TUSC2
1350	1.250	TUSC4
1351	1.250	TWF1
1352	1.250	ULK1
1353	1.250	WNT1
1354	1.000	AAK1
1355	1.000	ADAMTS2
1356	1.000	ADCK4
1357	1.000	ADCK5
1358	1.000	ADRBK1
1359	1.000	ADRBK2
1360	1.000	AGK
1361	1.000	ALPK1
1362	1.000	ALPK3
1363	1.000	ANKK1
1364	1.000	ARF1
1365	1.000	ARF3
1366	1.000	ARF4
1367	1.000	ARF5
1368	1.000	ARF6
1369	1.000	ARFRP1
1370	1.000	ARHGAP5
1371	1.000	ARHGDIB
1372	1.000	ARL1
1373	1.000	ARL4A
1374	1.000	ARL4C
1375	1.000	ARL4D
1376	1.000	ARL8A
1377	1.000	ARL8B
1378	1.000	ASH1L
1379	1.000	ASH2L
1380	1.000	AURKAIP1
1381	1.000	BEGAIN
1382	1.000	BLNK
1383	1.000	BMP2K
1384	1.000	BMX
1385	1.000	BRAP
1386	1.000	BRD2
1387	1.000	BRD3
1388	1.000	CAMK1
1389	1.000	CAMK2D
1390	1.000	CAMK2N2
1391	1.000	CARD6
1392	1.000	CASP6
1393	1.000	CCNT1
1394	1.000	CCRK
1395	1.000	CD160
1396	1.000	CD79B
1397	1.000	CDC23
1398	1.000	CDC2L2
1399	1.000	CDK3
1400	1.000	CDK5R2
1401	1.000	CDKL1
1402	1.000	CDKL3
1403	1.000	CDKL4
1404	1.000	CERKL
1405	1.000	CKS1B
1406	1.000	CKS2
1407	1.000	CLK2
1408	1.000	CLK3
1409	1.000	CLK4
1410	1.000	CNKSR1
1411	1.000	CRIM1
1412	1.000	CRKRS
1413	1.000	CSNK1A1
1414	1.000	CSNK1G1
1415	1.000	CSNK1G3
1416	1.000	CSNK2B
1417	1.000	CTTN
1418	1.000	CXCL9
1419	1.000	DAPK2
1420	1.000	DCAKD
1421	1.000	DCLK3
1422	1.000	DFFA
1423	1.000	DFFB
1424	1.000	DGKK
1425	1.000	DMPK
1426	1.000	DNM1L
1427	1.000	DOCK3
1428	1.000	DOLK
1429	1.000	DSTYK
1430	1.000	DUPD1
1431	1.000	DUSP11
1432	1.000	DUSP13
1433	1.000	DUSP14
1434	1.000	DUSP15
1435	1.000	DUSP16
1436	1.000	DUSP18
1437	1.000	DUSP19
1438	1.000	DUSP21
1439	1.000	DUSP22
1440	1.000	DUSP23
1441	1.000	DUSP27
1442	1.000	DUSP28
1443	1.000	DUSP5
1444	1.000	DUSP6
1445	1.000	DUSP7
1446	1.000	DVL1
1447	1.000	DYRK1A
1448	1.000	DYRK1B
1449	1.000	DYRK3
1450	1.000	DYRK4
1451	1.000	DZIP3
1452	1.000	EDF1
1453	1.000	EED
1454	1.000	EEF2K
1455	1.000	EEFSEC
1456	1.000	EFNA4
1457	1.000	EFTUD2
1458	1.000	EIF2AK3
1459	1.000	EIF2B5
1460	1.000	EIF4B
1461	1.000	EIF4G1
1462	1.000	EIF5
1463	1.000	ESRRB
1464	1.000	ESRRG
1465	1.000	FASTKD1
1466	1.000	FASTKD2
1467	1.000	FASTKD3
1468	1.000	FASTKD5
1469	1.000	FBXL2
1470	1.000	FBXL21
1471	1.000	FBXL3
1472	1.000	FBXL5
1473	1.000	FBXL6
1474	1.000	FBXL7
1475	1.000	FBXO10
1476	1.000	FBXO11
1477	1.000	FBXO22
1478	1.000	FBXO25
1479	1.000	FBXO4
1480	1.000	FBXO6
1481	1.000	FBXO7
1482	1.000	FBXO9
1483	1.000	FCGR3A
1484	1.000	FGF20
1485	1.000	FGFRL1
1486	1.000	FGGY
1487	1.000	FLT3LG
1488	1.000	FNTA
1489	1.000	FRAT1
1490	1.000	GAK
1491	1.000	GC
1492	1.000	GH1
1493	1.000	GIT1
1494	1.000	GIT2
1495	1.000	GK
1496	1.000	GK5
1497	1.000	GKAP1
1498	1.000	GLYCTK
1499	1.000	GNA13
1500	1.000	GNA14
1501	1.000	GNAI2
1502	1.000	GNAL
1503	1.000	GNAT1
1504	1.000	GNB1
1505	1.000	GNB3
1506	1.000	GNB5
1507	1.000	GNG11
1508	1.000	GNG8
1509	1.000	GNGT1
1510	1.000	GNGT2
1511	1.000	GRK1
1512	1.000	GRK4
1513	1.000	GRK5
1514	1.000	GRK6
1515	1.000	GSPT1
1516	1.000	GTF3C4
1517	1.000	GTPBP2
1518	1.000	HDAC11
1519	1.000	HIPK1
1520	1.000	HIPK3
1521	1.000	HIPK4
1522	1.000	HLA-B
1523	1.000	HNF4A
1524	1.000	HNF4G
1525	1.000	HOXC11
1526	1.000	HUNK
1527	1.000	IBTK
1528	1.000	IKBKE
1529	1.000	IKBKG
1530	1.000	IL12A
1531	1.000	IL12B
1532	1.000	IL17RD
1533	1.000	IL1R2
1534	1.000	IL24
1535	1.000	IL8RA
1536	1.000	IL8RB
1537	1.000	ILKAP
1538	1.000	IMPAD1
1539	1.000	IPPK
1540	1.000	IRAK1BP1
1541	1.000	IRAK2
1542	1.000	ITCH
1543	1.000	ITPKC
1544	1.000	JAKMIP2
1545	1.000	JARID2
1546	1.000	JHDM1D
1547	1.000	JMJD1C
1548	1.000	JMJD4
1549	1.000	JMJD5
1550	1.000	JMJD6
1551	1.000	KDM3A
1552	1.000	KDM3B
1553	1.000	KDM4A
1554	1.000	KDM4C
1555	1.000	KDM4D
1556	1.000	KDM5C
1557	1.000	KDM6B
1558	1.000	LIMK1
1559	1.000	LIMK2
1560	1.000	LMNA
1561	1.000	LMNB1
1562	1.000	LRRK1
1563	1.000	LRRN3
1564	1.000	LZTR1
1565	1.000	MAGI2
1566	1.000	MAGI3
1567	1.000	MAK
1568	1.000	MAP2K5
1569	1.000	MAP3K11
1570	1.000	MAP3K12
1571	1.000	MAP3K13
1572	1.000	MAP3K7IP1
1573	1.000	MAP3K7IP2
1574	1.000	MAP3K7IP3
1575	1.000	MAP3K9
1576	1.000	MAP4K1
1577	1.000	MAP4K5
1578	1.000	MAPK1IP1L
1579	1.000	MAPKSP1
1580	1.000	MARK2
1581	1.000	MARK3
1582	1.000	MAST2
1583	1.000	MAST4
1584	1.000	MASTL
1585	1.000	MCM3
1586	1.000	MED13L
1587	1.000	MEF2A
1588	1.000	MFN1
1589	1.000	MINK1
1590	1.000	MKNK1
1591	1.000	MLKL
1592	1.000	MLL2
1593	1.000	MLL5
1594	1.000	MMP20
1595	1.000	MOBKL1A
1596	1.000	MOBKL2C
1597	1.000	MOBKL3
1598	1.000	MX2
1599	1.000	MYD88
1600	1.000	MYLIP
1601	1.000	MYLK
1602	1.000	MYO3B
1603	1.000	MYST1
1604	1.000	NCF1
1605	1.000	NEK1
1606	1.000	NEK3
1607	1.000	NEK4
1608	1.000	NEK5
1609	1.000	NEK6
1610	1.000	NEK7
1611	1.000	NEK8
1612	1.000	NKIRAS1
1613	1.000	NKIRAS2
1614	1.000	NPAT
1615	1.000	NR1D1
1616	1.000	NR1D2
1617	1.000	NR1H2
1618	1.000	NR1H3
1619	1.000	NR1I2
1620	1.000	NR1I3
1621	1.000	NR2C1
1622	1.000	NR2C2
1623	1.000	NR2E3
1624	1.000	NR2F1
1625	1.000	NR3C2
1626	1.000	NR5A2
1627	1.000	NR6A1
1628	1.000	NRK
1629	1.000	NUAK2
1630	1.000	NUCKS1
1631	1.000	OBSCN
1632	1.000	OPA1
1633	1.000	OR8D2
1634	1.000	PAK2
1635	1.000	PAK4
1636	1.000	PASK
1637	1.000	PCTK1
1638	1.000	PCTK2
1639	1.000	PCTK3
1640	1.000	PDCD1
1641	1.000	PDIK1L
1642	1.000	PFTK2
1643	1.000	PGGT1B
1644	1.000	PHACTR2
1645	1.000	PHACTR4
1646	1.000	PHKA1
1647	1.000	PHKA2
1648	1.000	PHKB
1649	1.000	PHKG1
1650	1.000	PHKG2
1651	1.000	PHOSPHO2
1652	1.000	PI4K2A
1653	1.000	PI4K2B
1654	1.000	PIK3IP1
1655	1.000	PIK3R6
1656	1.000	PIP5KL1
1657	1.000	PKIA
1658	1.000	PKIG
1659	1.000	PKMYT1
1660	1.000	PKN2
1661	1.000	PKN3
1662	1.000	PLK2
1663	1.000	PLK4
1664	1.000	PPAPDC1A
1665	1.000	PPAPDC1B
1666	1.000	PPAPDC2
1667	1.000	PPAPDC3
1668	1.000	PPEF1
1669	1.000	PPEF2
1670	1.000	PPFIA1
1671	1.000	PPFIA3
1672	1.000	PPM1B
1673	1.000	PPM1F
1674	1.000	PPM1J
1675	1.000	PPM1L
1676	1.000	PPM1M
1677	1.000	PPM2C
1678	1.000	PPP1CB
1679	1.000	PPP1R10
1680	1.000	PPP1R11
1681	1.000	PPP1R12A
1682	1.000	PPP1R12B
1683	1.000	PPP1R12C
1684	1.000	PPP1R14C
1685	1.000	PPP1R14D
1686	1.000	PPP1R16A
1687	1.000	PPP1R1C
1688	1.000	PPP1R2
1689	1.000	PPP1R3B
1690	1.000	PPP1R3C
1691	1.000	PPP1R3D
1692	1.000	PPP1R7
1693	1.000	PPP1R9A
1694	1.000	PPP1R9B
1695	1.000	PPP2R3C
1696	1.000	PPP2R5B
1697	1.000	PPP2R5C
1698	1.000	PPP4R1
1699	1.000	PPP4R2
1700	1.000	PPP6C
1701	1.000	PPTC7
1702	1.000	PRDM2
1703	1.000	PRKAG1
1704	1.000	PRKAG2
1705	1.000	PRKAG3
1706	1.000	PRKD3
1707	1.000	PRKG1
1708	1.000	PRKG2
1709	1.000	PRKRIR
1710	1.000	PRKX
1711	1.000	PRKY
1712	1.000	PSCA
1713	1.000	PSKH1
1714	1.000	PSKH2
1715	1.000	PSTPIP1
1716	1.000	PSTPIP2
1717	1.000	PTK6
1718	1.000	PTPDC1
1719	1.000	PTPLA
1720	1.000	PTPLAD1
1721	1.000	PTPLB
1722	1.000	PTPN12
1723	1.000	PTPN18
1724	1.000	PTPN20A
1725	1.000	PTPN20B
1726	1.000	PTPN21
1727	1.000	PTPN23
1728	1.000	PTPN3
1729	1.000	PTPN4
1730	1.000	PTPN5
1731	1.000	PTPN7
1732	1.000	PTPN9
1733	1.000	PTPRCAP
1734	1.000	PXK
1735	1.000	RAB11A
1736	1.000	RAB11B
1737	1.000	RAB14
1738	1.000	RAB18
1739	1.000	RAB1A
1740	1.000	RAB22A
1741	1.000	RAB27B
1742	1.000	RAB28
1743	1.000	RAB30
1744	1.000	RAB31
1745	1.000	RAB35
1746	1.000	RAB36
1747	1.000	RAB3B
1748	1.000	RAB4A
1749	1.000	RAB4B
1750	1.000	RAB5B
1751	1.000	RAB5C
1752	1.000	RAB6A
1753	1.000	RAB6B
1754	1.000	RAB6C
1755	1.000	RAB7A
1756	1.000	RAB7L1
1757	1.000	RAB8B
1758	1.000	RAB9A
1759	1.000	RABL2A
1760	1.000	RALA
1761	1.000	RANBP9
1762	1.000	RAPGEF2
1763	1.000	RARG
1764	1.000	RASD2
1765	1.000	RBBP8
1766	1.000	RCBTB2
1767	1.000	REM1
1768	1.000	RERG
1769	1.000	RHOBTB3
1770	1.000	RHOF
1771	1.000	RHOQ
1772	1.000	RIOK1
1773	1.000	RIOK2
1774	1.000	RIOK3
1775	1.000	RIPK1
1776	1.000	RIPK2
1777	1.000	RND2
1778	1.000	RNF144B
1779	1.000	RNF217
1780	1.000	ROCK2
1781	1.000	RORA
1782	1.000	RORC
1783	1.000	RPS6KA6
1784	1.000	RRAGC
1785	1.000	RXRB
1786	1.000	RXRG
1787	1.000	SBK1
1788	1.000	SEPT4
1789	1.000	SETD2
1790	1.000	SETD8
1791	1.000	SETDB2
1792	1.000	SGK2
1793	1.000	SGK269
1794	1.000	SKAP1
1795	1.000	SLK
1796	1.000	SMURF2
1797	1.000	SPEG
1798	1.000	SPHK2
1799	1.000	SRCAP
1800	1.000	SRMS
1801	1.000	SRPK1
1802	1.000	STK11IP
1803	1.000	STK16
1804	1.000	STK17A
1805	1.000	STK17B
1806	1.000	STK19
1807	1.000	STK25
1808	1.000	STK3
1809	1.000	STK31
1810	1.000	STK32A
1811	1.000	STK33
1812	1.000	STK35
1813	1.000	STK38
1814	1.000	STK38L
1815	1.000	STK39
1816	1.000	STK4
1817	1.000	STK40
1818	1.000	STUB1
1819	1.000	SUV420H1
1820	1.000	SUV420H2
1821	1.000	TAOK2
1822	1.000	TENC1
1823	1.000	TESK1
1824	1.000	TESK2
1825	1.000	TH1L
1826	1.000	TLK1
1827	1.000	TLK2
1828	1.000	TLR7
1829	1.000	TNFRSF13B
1830	1.000	TNFRSF4
1831	1.000	TNFSF11
1832	1.000	TNIK
1833	1.000	TNK1
1834	1.000	TP53RK
1835	1.000	TPTE
1836	1.000	TRAF6
1837	1.000	TRAF7
1838	1.000	TRAIP
1839	1.000	TRAT1
1840	1.000	TRIM23
1841	1.000	TRIM27
1842	1.000	TRPM7
1843	1.000	TSPAN17
1844	1.000	TSSK1B
1845	1.000	TSSK2
1846	1.000	TSSK3
1847	1.000	TSSK4
1848	1.000	TSSK6
1849	1.000	TTBK2
1850	1.000	TXK
1851	1.000	TYROBP
1852	1.000	UBE2D3
1853	1.000	UBE2H
1854	1.000	UBE2K
1855	1.000	UBE2L3
1856	1.000	UBE2L6
1857	1.000	UBLCP1
1858	1.000	UHMK1
1859	1.000	ULK2
1860	1.000	ULK3
1861	1.000	ULK4
1862	1.000	USP20
1863	1.000	VRK1
1864	1.000	VRK3
1865	1.000	WEE2
1866	1.000	WNK1
1867	1.000	WNK3
1868	1.000	WWP1
1869	1.000	WWP2
1870	1.000	YSK4
1871	1.000	ZNF391
