index   score   id
698	.500	MYO10
699	.500	MYO1F
700	.500	MYO9B
701	.500	MYOF
702	.500	NANOS1
703	.500	NCALD
704	.500	NCF4
705	.500	NCLN
706	.500	NDP
707	.500	NKAIN1
708	.500	NKX2-2
709	.500	NLGN3
710	.500	NPAS3
711	.500	NPEPL1
712	.500	ORC4L
713	.500	OSBPL3
714	.500	PABPC1
715	.500	PARP8
716	.500	PELI1
717	.500	PEX11B
718	.500	PEX19
719	.500	PFN2
720	.500	PGCP
721	.500	PHC2
722	.500	PHF11
723	.500	PHF16
724	.500	PLBD1
725	.500	PLEKHA4
726	.500	PLXNA1
727	.500	PODXL2
728	.500	PROCR
729	.500	PRPSAP2
730	.500	PTGER4
731	.500	PURG
732	.500	QTRTD1
733	.500	RAB11FIP1
734	.500	RABGAP1L
735	.500	RAD54L2
736	.500	RALGPS1
737	.500	RALGPS2
738	.500	RBBP6
739	.500	RBM15B
740	.500	RBM47
741	.500	RBMS1
742	.500	RERGL
743	.500	RGS12
744	.500	RNASEN
745	.500	RNFT2
746	.500	RREB1
747	.500	RRP1B
748	.500	RUFY3
749	.500	SAFB
750	.500	SCHIP1
751	.500	SCPEP1
752	.500	SEC24D
753	.500	SEMA6A
754	.500	SEMA6D
755	.500	SEPT11
756	.500	SEPW1
757	.500	SERPINH1
758	.500	SFT2D2
759	.500	SIGLEC7
760	.500	SIGLEC9
761	.500	SLAMF8
762	.500	SLC10A3
763	.500	SLC11A1
764	.500	SLC12A4
765	.500	SLC16A3
766	.500	SLC16A7
767	.500	SLC2A10
768	.500	SLC30A10
769	.500	SLC6A11
770	.500	SLC6A9
771	.500	SLCO5A1
772	.500	SNTB2
773	.500	SNX11
774	.500	SNX26
775	.500	SP100
776	.500	SPAST
777	.500	SPTBN2
778	.500	SQRDL
779	.500	SRGAP3
780	.500	SRRM2
781	.500	SSH3
782	.500	SSRP1
783	.500	SWAP70
784	.500	SYNGR2
785	.500	SYPL1
786	.500	TBX2
787	.500	TCEAL1
788	.500	TEAD3
789	.500	TGOLN2
790	.500	THOC2
791	.500	TLR2
792	.500	TMBIM1
793	.500	TMCC1
794	.500	TMEM43
795	.500	TNFAIP8
796	.500	TNFRSF11A
797	.500	TRAM2
798	.500	TRIM22
799	.500	TRIM38
800	.500	TRPM2
801	.500	TSNAX
802	.500	TSPAN3
803	.500	TSPAN9
804	.500	TTC1
805	.500	TTC28
806	.500	TTC3
807	.500	TTPA
808	.500	TTYH1
809	.500	UAP1
810	.500	UBN1
811	.500	UNC45A
812	.500	VAMP5
813	.500	VAX2
814	.500	VEZF1
815	.500	VPS16
816	.500	WASF1
817	.500	WDR68
818	.500	WIPF1
819	.500	WIZ
820	.500	WWTR1
821	.500	XPO6
822	.500	YPEL1
823	.500	YPEL5
824	.500	ZBTB43
825	.500	ZC4H2
826	.500	ZDHHC18
827	.500	ZFHX4
828	.500	ZNF146
829	.500	ZNF184
830	.500	ZNF20
831	.500	ZNF248
832	.500	ZNF286A
833	.500	ZNF323
834	.500	ZNF510
835	.500	ZNF629
836	.500	ZNF643
837	.500	ZNF711
838	.500	ZNF804A
839	.500	ZNF821
840	.500	ZYX
